Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Sandwell,E08000028,Upper tier local authority,2020-04-19,21,NA,NA,799,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-19,12,NA,NA,620,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-19,5,NA,NA,545,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-19,51,NA,NA,2435,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-19,28,NA,NA,943,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-19,7,NA,NA,377,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-19,4,NA,NA,400,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-19,17,NA,NA,748,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-19,42,NA,NA,1772,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-19,18,NA,NA,544,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-19,9,NA,NA,347,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-19,22,NA,NA,507,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-19,27,NA,NA,835,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-19,12,NA,NA,683,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-19,3,NA,NA,501,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-19,21,NA,NA,1192,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-19,7,NA,NA,425,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-19,18,NA,NA,475,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-19,8,NA,NA,483,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-19,6,NA,NA,387,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-19,14,NA,NA,667,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-19,11,NA,NA,488,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-19,8,NA,NA,335,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-19,17,NA,NA,489,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-19,18,NA,NA,884,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-19,6,NA,NA,352,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-19,23,NA,NA,605,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-19,6,NA,NA,257,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-19,8,NA,NA,354,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-19,20,NA,NA,625,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-19,2,NA,NA,400,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-19,4,NA,NA,348,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-19,10,NA,NA,346,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-19,6,NA,NA,417,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-19,12,NA,NA,360,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-19,18,NA,NA,608,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-19,21,NA,NA,647,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-19,27,NA,NA,1002,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-19,1,NA,NA,73,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-19,5,NA,NA,364,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-19,1,NA,NA,237,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-19,8,NA,NA,324,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-19,7,NA,NA,402,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-19,8,NA,NA,289,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-19,4,NA,NA,212,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-19,6,NA,NA,330,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-19,6,NA,NA,371,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-19,6,NA,NA,254,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-19,2,NA,NA,175,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-19,11,NA,NA,523,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-19,1,NA,NA,236,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-19,5,NA,NA,261,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-19,1,NA,NA,530,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-19,4,NA,NA,156,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-19,14,NA,NA,287,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-19,22,NA,NA,152,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-19,13,NA,NA,215,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-19,7,NA,NA,280,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-19,2,NA,NA,173,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-19,12,NA,NA,486,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-19,10,NA,NA,182,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-19,11,NA,NA,305,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-19,4,NA,NA,187,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-19,6,NA,NA,159,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-19,10,NA,NA,398,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-19,23,NA,NA,506,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-19,4,NA,NA,414,NA,NA
York,E06000014,Upper tier local authority,2020-04-19,6,NA,NA,192,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-19,7,NA,NA,218,NA,NA
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-19,1,NA,NA,103,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-19,21,NA,NA,378,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-19,17,NA,NA,288,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-19,21,NA,NA,290,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-19,5,NA,NA,249,NA,NA
Warrington,E06000007,Upper tier local authority,2020-04-19,7,NA,NA,471,NA,NA
Halton,E06000006,Upper tier local authority,2020-04-19,8,NA,NA,279,NA,NA
Darlington,E06000005,Upper tier local authority,2020-04-19,5,NA,NA,194,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-19,10,NA,NA,281,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-19,8,NA,NA,230,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-19,11,NA,NA,415,NA,NA
Hartlepool,E06000001,Upper tier local authority,2020-04-19,4,NA,NA,126,NA,NA
England,E92000001,Nation,2020-04-18,2536,2535,1,96593,96600,-7
South West,E12000009,Region,2020-04-18,145,NA,NA,4914,NA,NA
South East,E12000008,Region,2020-04-18,398,NA,NA,13780,NA,NA
London,E12000007,Region,2020-04-18,300,NA,NA,22041,NA,NA
East of England,E12000006,Region,2020-04-18,249,NA,NA,8159,NA,NA
West Midlands,E12000005,Region,2020-04-18,329,NA,NA,10174,NA,NA
East Midlands,E12000004,Region,2020-04-18,96,NA,NA,5417,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-18,261,NA,NA,7457,NA,NA
North West,E12000002,Region,2020-04-18,400,NA,NA,14769,NA,NA
North East,E12000001,Region,2020-04-18,226,NA,NA,5797,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-18,33,NA,NA,944,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-18,27,NA,NA,906,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-04-18,42,NA,NA,898,NA,NA
Surrey,E10000030,Upper tier local authority,2020-04-18,47,NA,NA,2140,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-18,62,NA,NA,749,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-18,47,NA,NA,1280,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-18,13,NA,NA,361,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-18,34,NA,NA,1256,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-18,13,NA,NA,905,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-18,18,NA,NA,649,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-18,25,NA,NA,908,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-18,40,NA,NA,1042,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-18,14,NA,NA,650,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-18,16,NA,NA,716,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-18,75,NA,NA,2179,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-18,103,NA,NA,2657,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-18,39,NA,NA,1912,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-18,60,NA,NA,2213,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-18,32,NA,NA,956,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-18,40,NA,NA,1980,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-18,14,NA,NA,452,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-18,14,NA,NA,558,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-18,7,NA,NA,944,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-18,23,NA,NA,1524,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-18,8,NA,NA,562,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-18,18,NA,NA,667,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-18,3,NA,NA,562,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-18,11,NA,NA,860,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-18,13,NA,NA,647,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-18,4,NA,NA,554,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-18,3,NA,NA,598,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-18,17,NA,NA,1104,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-18,3,NA,NA,334,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-18,4,NA,NA,599,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-18,8,NA,NA,872,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-18,6,NA,NA,596,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-18,6,NA,NA,820,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-18,11,NA,NA,1035,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-18,13,NA,NA,391,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-18,6,NA,NA,417,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-18,3,NA,NA,378,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-18,10,NA,NA,577,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-18,16,NA,NA,636,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-18,9,NA,NA,565,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-18,12,NA,NA,785,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-18,3,NA,NA,492,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-18,4,NA,NA,489,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-18,5,NA,NA,562,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-18,6,NA,NA,569,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-18,10,NA,NA,713,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-18,13,NA,NA,938,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-18,24,NA,NA,1222,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-18,14,NA,NA,523,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-18,12,NA,NA,924,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-18,24,NA,NA,1241,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-18,9,NA,NA,528,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-18,13,NA,NA,1093,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-18,5,NA,NA,404,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-18,25,NA,NA,597,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-18,13,NA,NA,420,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-18,33,NA,NA,959,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-18,12,NA,NA,440,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-18,4,NA,NA,193,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-18,20,NA,NA,590,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-18,16,NA,NA,599,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-18,12,NA,NA,718,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-18,11,NA,NA,447,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-18,22,NA,NA,778,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-18,28,NA,NA,608,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-18,12,NA,NA,540,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-18,59,NA,NA,2384,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-18,33,NA,NA,915,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-18,13,NA,NA,370,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-18,17,NA,NA,396,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-18,17,NA,NA,731,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-18,59,NA,NA,1730,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-18,21,NA,NA,526,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-18,18,NA,NA,338,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-18,9,NA,NA,485,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-18,19,NA,NA,808,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-18,12,NA,NA,671,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-18,9,NA,NA,498,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-18,19,NA,NA,1171,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-18,6,NA,NA,418,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-18,17,NA,NA,457,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-18,14,NA,NA,475,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-18,7,NA,NA,381,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-18,20,NA,NA,653,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-18,13,NA,NA,477,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-18,4,NA,NA,327,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-18,18,NA,NA,472,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-18,25,NA,NA,866,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-18,13,NA,NA,346,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-18,15,NA,NA,582,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-18,8,NA,NA,251,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-18,12,NA,NA,346,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-18,24,NA,NA,605,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-18,11,NA,NA,398,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-18,10,NA,NA,344,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-18,10,NA,NA,336,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-18,13,NA,NA,411,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-18,8,NA,NA,348,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-18,13,NA,NA,590,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-18,24,NA,NA,626,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-18,47,NA,NA,975,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-18,3,NA,NA,72,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-18,15,NA,NA,359,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-18,5,NA,NA,236,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-18,12,NA,NA,316,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-18,5,NA,NA,395,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-18,4,NA,NA,281,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-18,2,NA,NA,208,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-18,8,NA,NA,324,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-18,5,NA,NA,365,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-18,15,NA,NA,248,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-18,5,NA,NA,173,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-18,16,NA,NA,512,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-18,4,NA,NA,235,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-18,1,NA,NA,256,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-18,33,NA,NA,529,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-18,1,NA,NA,152,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-18,6,NA,NA,273,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-18,3,NA,NA,130,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-18,2,NA,NA,202,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-18,9,NA,NA,273,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-18,6,NA,NA,171,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-18,13,NA,NA,474,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-18,4,NA,NA,172,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-18,12,NA,NA,294,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-18,17,NA,NA,183,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-18,10,NA,NA,153,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-18,3,NA,NA,388,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-18,15,NA,NA,483,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-18,3,NA,NA,410,NA,NA
York,E06000014,Upper tier local authority,2020-04-18,4,NA,NA,186,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-18,12,NA,NA,211,NA,NA
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-18,2,NA,NA,102,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-18,12,NA,NA,357,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-18,24,NA,NA,271,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-18,23,NA,NA,269,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-18,14,NA,NA,244,NA,NA
Warrington,E06000007,Upper tier local authority,2020-04-18,11,NA,NA,464,NA,NA
Halton,E06000006,Upper tier local authority,2020-04-18,6,NA,NA,271,NA,NA
Darlington,E06000005,Upper tier local authority,2020-04-18,8,NA,NA,189,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-18,6,NA,NA,271,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-18,4,NA,NA,222,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-18,22,NA,NA,404,NA,NA
Hartlepool,E06000001,Upper tier local authority,2020-04-18,10,NA,NA,122,NA,NA
England,E92000001,Nation,2020-04-17,3402,3406,-4,94057,94065,-8
South West,E12000009,Region,2020-04-17,215,NA,NA,4769,NA,NA
South East,E12000008,Region,2020-04-17,627,NA,NA,13382,NA,NA
London,E12000007,Region,2020-04-17,425,NA,NA,21741,NA,NA
East of England,E12000006,Region,2020-04-17,282,NA,NA,7910,NA,NA
West Midlands,E12000005,Region,2020-04-17,399,NA,NA,9845,NA,NA
East Midlands,E12000004,Region,2020-04-17,192,NA,NA,5321,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-17,296,NA,NA,7196,NA,NA
North West,E12000002,Region,2020-04-17,535,NA,NA,14369,NA,NA
North East,E12000001,Region,2020-04-17,205,NA,NA,5571,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-17,50,NA,NA,911,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-17,41,NA,NA,879,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-04-17,26,NA,NA,856,NA,NA
Surrey,E10000030,Upper tier local authority,2020-04-17,62,NA,NA,2093,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-17,31,NA,NA,687,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-17,47,NA,NA,1233,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-17,34,NA,NA,348,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-17,47,NA,NA,1222,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-17,41,NA,NA,892,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-17,21,NA,NA,631,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-17,15,NA,NA,883,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-17,55,NA,NA,1002,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-17,22,NA,NA,636,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-17,34,NA,NA,700,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-17,81,NA,NA,2104,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-17,182,NA,NA,2554,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-17,47,NA,NA,1873,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-17,86,NA,NA,2153,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-17,26,NA,NA,924,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-17,45,NA,NA,1940,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-17,20,NA,NA,438,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-17,31,NA,NA,544,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-17,38,NA,NA,937,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-17,31,NA,NA,1501,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-17,26,NA,NA,554,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-17,29,NA,NA,649,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-17,6,NA,NA,559,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-17,18,NA,NA,849,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-17,6,NA,NA,634,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-17,2,NA,NA,550,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-17,15,NA,NA,595,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-17,15,NA,NA,1087,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-17,5,NA,NA,331,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-17,7,NA,NA,595,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-17,15,NA,NA,864,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-17,16,NA,NA,590,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-17,27,NA,NA,814,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-17,10,NA,NA,1024,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-17,9,NA,NA,378,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-17,8,NA,NA,411,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-17,11,NA,NA,375,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-17,11,NA,NA,567,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-17,19,NA,NA,620,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-17,8,NA,NA,556,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-17,18,NA,NA,773,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-17,5,NA,NA,489,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-17,15,NA,NA,485,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-17,9,NA,NA,557,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-17,8,NA,NA,563,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-17,30,NA,NA,703,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-17,17,NA,NA,925,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-17,19,NA,NA,1198,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-17,10,NA,NA,509,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-17,22,NA,NA,912,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-17,30,NA,NA,1217,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-17,11,NA,NA,519,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-17,14,NA,NA,1080,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-17,9,NA,NA,399,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-17,20,NA,NA,572,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-17,12,NA,NA,407,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-17,50,NA,NA,926,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-17,11,NA,NA,428,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-17,8,NA,NA,189,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-17,32,NA,NA,570,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-17,27,NA,NA,583,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-17,33,NA,NA,706,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-17,10,NA,NA,436,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-17,25,NA,NA,756,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-17,19,NA,NA,580,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-17,20,NA,NA,528,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-17,89,NA,NA,2325,NA,NA
